I,Q
-2.5925411364225495,1.0081114839444882
-0.7647207570422896,1.2088794449009923
-0.9465254683408536,1.0572865802314935
0.9668375016060808,3.0764071972299702
1.1494685260664927,-2.679745783937045
3.025477713364533,1.1272962219278246
-0.798429203614672,-1.0178980954255654
2.879686875658916,2.71158009328551
-2.9061363369974975,-2.2775867017286
2.6211988130660475,0.5178903933926032
-2.7817790665149555,1.7978690494148368
-0.4182827321018515,-2.7392664987267272
2.5513081756842584,2.8220037829658606
1.2275659964918666,0.8502488181313655
2.7867212290582897,0.9223222841072886
2.7707441917746727,-2.8961138513161364
-3.1173393076555618,1.0037269438537495
0.8742901352332764,3.1366947271142944
2.6256653165868724,-2.6586228394954707
1.220450767357587,-2.971930565201499
-1.1204469761625389,-2.6451242424546035
-0.39603286972595864,-1.3578650960383267
2.8825804372530826,-0.8787169338406045
1.1091395959502879,-0.9504143303691363
0.5535833182802308,3.1835596061380165
-1.1111440202303757,-0.9894400541602916
-2.685704569289542,1.521775025887992
-1.0782230944453748,-3.0167390108259804
-2.290209129816243,-0.6733324675138895
-0.8507293974321313,-3.202419729268683
0.6348816488864724,3.1213941559840137
-0.7907990876361788,-2.6533194734789185
2.898418669746635,0.805968731454165
2.898899542623132,-3.0494097793129074
-2.6128229022549747,-0.5562853174712463
-2.868709543635559,2.8101274091865625
0.6647972876228755,0.9131665487648398
-1.016136843808653,1.095349229619536
2.8881545493619964,1.083429540269939
2.9303564842629606,-3.1704926657795127
-0.8872442746048128,2.565235387627404
0.7856581748239959,2.642132504931263
0.9401761641484242,0.9316270508449309
2.9838787297348057,2.350631545285632
0.9967295750728423,-1.0171313900224201
2.8608203714316747,0.5380862676332225
2.718204015536039,2.4477087732274474
1.3881988174494682,-2.6622031003251974
-1.272687850031588,3.1725253444593626
3.2655325386243197,0.9224042528724148
-3.2158992111039986,2.9888958549335523
1.3194597948159221,-0.7779679644025855
-1.5761129852100808,-1.0410767199537494
3.2312602361597236,-0.9276311450958217
-2.813517650859736,-2.7762232119210397
3.3285201853612296,-3.0091724150162493
1.2707024677517307,-0.9442309935623548
3.089169379529155,-1.2464631890047446
3.0766086664831063,-0.8757758711749728
-3.184834860351434,1.3305677672578913
0.9174355395066461,1.3431378994822174
3.1899184429984837,-1.088795634926137
1.1811579114802868,-1.1095967351382934
0.9571234271005258,0.8428974520187
1.0444836322597926,0.8015367923765554
0.6657107083739418,2.476259861212645
-0.8487185513589779,-2.775810111958536
2.983804947815471,0.782950641071861
0.9191222581163442,-2.6128798827581887
-0.7223596334150759,0.8004390506643576
1.2825760530167498,-0.6469542198509594
3.11448378495391,0.7797292800820197
-2.9881958650108276,-2.6927761913752453
-1.051891371463637,-0.9308146672038834
-2.8589160465805454,0.86153810921396
3.1344599195642635,2.776633791754872
3.0546238906097116,2.6487854966156057
3.037824463276081,-0.9616028666791461
1.233199575966323,2.853034774558065
-1.281419543552491,-2.541688092882749
-0.7800381352979432,2.418599588739558
-2.79753768222825,2.8098189814354453
-2.2103416470924073,-2.697515495546596
-2.6487048328365006,2.8748531652620377
-2.368320967409107,1.3155766759023153
-1.0957091579434466,-0.8610408930042127
-2.984148379945073,2.78267542204659
-0.8935756057872506,3.041830716500219
2.7158913405239087,0.9151350835842261
0.8078830771351956,0.994495001121269
-2.615357774884901,1.3461679083514195
2.8951245045511413,-3.1085828117329983
-3.327417734612589,3.103922683320342
2.7291169122875494,2.647027161488214
2.6454077934788076,2.933722977775283
1.137797966430314,-3.07161229831674
0.5710231952566069,3.094517060210897
1.325171573960791,-0.8965439451017625
2.809701896095419,0.9521161200909132
0.8816794626233676,1.1853169954318712
2.7699981354589447,0.7429175136165124
2.882317767933793,-3.2508106908008116
-1.3267472052968388,0.900858694906656
-0.9736390377981966,-2.8954853184776037
1.5126560212438949,-2.886302289871854
-1.2628357342135936,1.1835936122986461
-1.0967842229621425,3.085571772184247
-0.9669205864960012,-2.448378382482092
2.8286201257657164,0.6201640392344893
0.8596466556026104,1.269425275317332
1.1810190560985394,-1.1718723061499452
-1.1827264370851223,3.12719806193548
-2.615709543210836,1.3525310763771217
-3.0954960322160088,1.1255277100740921
-2.1805768079390635,-2.7720336813897433
2.467595916729742,0.6590332701713154
0.8813453344626824,-0.7607332072233329
2.6326122697585337,2.815261981921578
-2.8181323485700824,-2.431537115413629
-1.0508432679535638,0.988896949228165
3.3035866168444086,-2.7540998793859757
2.877979431877253,0.693313956951642
-1.1778315543294446,2.7479196558950325
2.778149090562253,-1.094311234249742
-1.1027870422893125,1.255475519667434
1.4527271298321305,-2.6818971481391167
3.206517148183041,-2.981522162507882
-3.0732676468047564,-0.49103082037508355
-2.993009890957329,-0.8414441470959436
-1.274646452802844,2.974335410729995
-2.864285834124376,-2.2573783399400407
-2.9213032355561044,2.626139045209568
2.8878142322004496,0.847467536959331
1.0929705383867203,-2.770767594333729
-1.4758629829033365,2.6405091957549014
-0.8430757245569886,-0.8484651004662136
2.938169360043976,-1.2263426114775067
-2.9789530834907065,2.768962006683105
-3.021783738084925,1.204793811664751
-1.0810562956422063,0.928735907928127
2.6110957388750275,2.5246935242936503
2.5998372711690982,2.568110060211437
2.7576159630661863,2.6457354483342983
-2.7131450179590595,0.8264002679675096
1.1592353256385237,-0.7886151449897691
-1.0744271834368007,2.8632911062719284
-0.9034654889395302,-0.5912523864804656
0.5610524880147211,2.3213395955775065
-1.1224020981427487,2.656345906379043
-2.835143972507248,2.5339652400166863
2.974278888516729,0.8962220080488673
-2.8126776342271045,0.7580437207629516
2.9440617376706575,2.8241079028947835
0.9061142389996748,-0.8580658231951672
0.7445482193262598,1.018975713436525
-0.8410852914554059,-0.5868553662900176
2.952930996875642,0.8845040934663662
3.0053181910187154,-0.6285940436384014
-0.9926553997440467,-3.108234773045
1.010527272551618,1.0033889539083671
-1.0845959586460903,-0.7706487092904957
0.9232427158280301,2.9062401785447074
-0.9850435462620711,2.8239921401297514
-2.5271096879030535,1.2668468316001311
-1.0850429702122566,1.0064709350570076
2.8648367976271114,2.8585870833187528
-0.968063527117602,-0.5447167645502351
-2.832662433054579,1.0649731380308063
-2.5134840004502452,1.3295757384080042
2.7393746242168677,0.48856531139453907
1.1862354573564704,-0.8513535405774465
2.8132264398299496,-3.2128338535771794
-0.7007626553890601,-3.0348411876667494
-1.1382716510288629,1.342499122487171
1.3158048832890532,-2.909198919195291
2.8905575542817505,-1.0838220740422504
-2.8364147553027985,-0.7045307814523587
1.0556672692512024,-1.1762258886942485
2.6779234206653335,3.041436450280685
2.849897456865106,-1.072570996164118
0.8094641105108951,-0.6919912060689383
-2.666403365220449,-2.69781945040149
1.0316391440783188,-0.8439555084131848
0.7380203240432592,-1.0984916248344145
-1.23611530847179,2.8581225627923996
-2.824348211659868,-0.7601446051178951
2.6781501740370235,2.8123846454577697
3.151038486329003,-3.1588922364173078
2.922275316531004,-0.9638876913728505
-1.5258165450100243,2.731017908086589
1.05507412660851,1.2089023647282602
2.848475677400175,0.807469039422628
-2.5937742504360526,-2.6562491677658926
-0.927352359074848,-0.8013396279401336
2.9329195840320943,0.9067057661667468
3.012632241804938,-1.1135571236599173
-2.9261615404539945,-0.744423946271624
1.1521064665268923,-2.8410721096375644
1.2200216873751184,2.76641031444621
0.7203839261200454,1.0529114433373168
-0.889700476684741,2.8752991483058756
2.738069765688883,-2.763877412757851
-3.153789180715008,2.645327254854832
-0.8384407660693634,1.1689363612983514
-1.0082802629587009,-2.7425405523630224
1.0687426839186902,-2.7346209025126296
1.331349641854735,0.5817328492968475
-2.8679034691337604,-2.4004958766572404
3.1683384266208323,-3.0185395007134694
2.581595531439323,2.7161085573920616
1.0684578566655367,1.0646978467789332
-3.0297565516128926,2.330984328163518
2.9266492635771035,2.5700244638196676
3.170093806111515,-1.1658052635815541
-3.0605340893185167,-0.8079499794730729
3.346804935276159,-1.0471718501784872
-3.0426674744020223,-0.7205669572815168
-0.7362692224479808,-3.0924542261306334
3.0877835810605188,-1.0846049630543348
0.8253635170035288,-0.789217922496932
1.2493603130150126,-3.0385515224456983
0.7762517388782244,0.8336460632038625
-1.0576563363141258,2.9832772271694954
-0.855066671203043,1.2279920935630977
-0.9400116638490689,-1.1371280430310267
-1.0836141221018554,-3.0123970476862145
-2.5195557846007777,-2.8934032086923422
3.5380663062365247,-3.1340953774550906
-3.0948402871698644,2.905412615556124
1.0268651470374062,0.8930250294543609
0.9192181480770585,2.83291581385338
2.7260800167307044,-2.6665253838724126
0.9488342578191644,-3.0597079697777616
-2.5579379819115706,-0.8394308776772867
-0.8563980249152837,-1.3118065299691686
-2.686957569204062,3.2890753328331397
-2.389138841163919,-3.023546542173031
0.36449902769926695,2.8028921231058073
0.5841210810362899,1.0119985314108568
2.8639000803908132,-0.9022955753487085
-0.9292197050389497,-2.915338001087505
-2.5727003978606344,1.086459083919037
-2.441430845561298,-0.5278625613126272
0.9739446906763084,-2.8639964600166667
1.0086983629420516,-3.090521356710094
0.6578242211047411,2.7270294236137973
-1.1333581240464052,3.0329478152690603
2.6026461881403105,2.825995466647589
-2.667646705357821,-3.0051340169425176
-1.1930200180969575,-1.032426995958043
-2.722622686130772,-0.544609073881774
2.665430165580472,0.8337178146645915
-0.8514387964429315,-2.4384698886990535
0.698027049351536,-1.0775483515148299
-0.7480584180430576,-0.5165563576027601
2.9025636457187893,2.60547623755428
0.6045986368487206,0.9546010569135366
2.9763024927058708,-3.467297458377161
0.7028022667564835,-2.8067557354250514
1.0881400189311434,-3.3160169919657
0.5290215176923834,0.8379047992621012
-1.3709029070071106,1.223212570615233
0.749600080173448,-1.0830726486655355
-2.649023027186886,-0.4857101969165804
-2.8165291168960844,-0.7696902641117205
-1.4614466807652324,2.9446079238891905
-3.0983165199858833,2.8090292727382407
-0.9053822319949638,1.3001376959970279
-3.1889951740001035,2.9196962127775286
-1.0116457965776116,2.7291320654360707
-1.3945589179557445,2.705864054083496
-2.995637701239955,2.87799144380296
-3.0421778679625593,-2.728157396002564
-2.7063860896185554,-0.8041338491242976
0.7352949780974433,-2.673921719155442
0.61335000492542,2.4067865981773044
2.923502805900055,2.478010284430095
0.8003959395776509,-2.5957778194168117
-1.0856804301785477,1.055466818294595
-1.1710579437540736,-2.789073552811006
-3.0298701328572477,2.931737046445875
0.6681566840406572,2.8306613975264794
0.6175041325418241,0.9662163590914483
1.257869237997,1.2345269041204288
0.7652230814652,-0.9838009331110162
-0.7451283514513295,-2.8659765881791612
-1.3490595526417004,-1.0868385894302013
-2.6646130297956043,-2.6397482756827144
-3.2490934989091906,-2.5458131618848343
-2.2265742380814846,1.2890813364212441
2.707988668348798,1.3570786045961063
-3.031690545718088,1.4644450305245276
0.8833662887897489,-2.6223105812111274
-2.88885960774485,-0.8584542795079095
1.1453474546660634,-2.9015342480966737
0.4651856841322602,2.8586760642781814
-2.530522334421014,-2.353630295022676
3.2355681727443977,-2.8558875033876205
0.9499378122546782,-0.7485695983630658
0.9758499773719276,-0.8128282671098294
2.8171750091439893,-2.5825393204819003
-1.0466826378329503,-3.014843203678592
-1.3724356831491316,2.8522939258386235
-2.954346303032574,3.1071613703222596
-2.512310706402017,-0.9387099339843011
0.7189013505888816,1.0065957957998322
-0.9924197981775749,-0.7896986096595245
2.613652821949893,-3.2887752916646757
-2.716164222957319,1.364528295327093
-0.8735741193781505,-2.742566402123575
-2.9008917530923246,1.104219753876263
-2.222748623192101,-2.7638242508123394
2.5209704973072027,2.5535350026947308
0.7484252927909704,2.4977852205556603
-1.0669924294153483,-0.7392260190074912
-2.5939354570669604,1.0689572306340065
0.4756961311545962,3.190882001320978
-2.827213459042874,-2.5238364485875575
2.9471523807717452,0.8804865449685482
-1.1565872616640245,-0.6619715997876088
-2.6873695163536757,-1.0511856141112745
-0.9046212445292284,-1.0882986787372146
-0.9001247896366082,-0.6247688513951256
-1.0830476108305078,-2.3586481065532845
-2.5851295374859378,-2.74235218280786
3.063880656392614,-1.0696178242889403
2.9336955328548298,-2.786857006366831
